Date,Close,Signal,TN_TP_FP_FN,Equity Value,DCA Value
2025-04-29,5560.83,Hold,FN,36582.39489546148,35957.5232540946
2025-04-30,5569.06,Hold,FN,36636.53665307494,36010.740204870155
2025-05-01,5604.14,Hold,FN,36867.31342793279,36237.57503272025
2025-05-02,5686.67,Hold,FN,37410.24407870299,36771.23176996278
2025-05-05,5650.38,Hold,FN,37171.507215544734,36536.572821767804
2025-05-06,5606.91,Hold,FN,36885.53610941387,36255.48644871639
2025-05-07,5631.28,Hold,FN,37045.85623493513,36413.0681121915
2025-05-08,5663.94,Hold,FN,37260.712833192185,36624.25469935182
2025-05-09,5659.91,Hold,FN,37234.201134142095,36598.195852252735
2025-05-12,5844.19,Hold,FN,39446.50284653676,38789.78998213344
2025-05-13,5886.55,Hold,TN,39725.17172290446,39070.9470806609
2025-05-14,5892.58,Hold,TN,39764.840592699,39110.97015205185
2025-05-15,5916.93,Hold,TN,39925.029146512825,39272.589022428234
2025-05-16,5958.38,Hold,TN,40197.71151019178,39547.706154958054
2025-05-19,5963.6,Hold,TN,40232.051725834826,39582.35299287857
2025-05-20,5940.46,Hold,TN,40079.82326032141,39428.76528608147
2025-05-21,5844.61,Hold,FN,39449.265852393095,38792.57765874774
2025-05-22,5842.01,Hold,FN,39432.1615304253,38775.3206130402
2025-05-23,5802.82,Hold,FN,39174.34676968758,38515.2038356254
2025-05-27,5921.54,Hold,TN,39955.356425078804,39303.187091932756
2025-05-28,5888.55,Hold,FN,39738.32889364892,39084.221731205165
2025-05-29,5912.17,Hold,FN,39893.715080141,39240.995354132894
2025-05-30,5911.69,Hold,FN,39890.55735916233,39237.80943800227
2025-06-02,5935.94,Hold,FN,40050.08805443892,39398.76457585143
2025-06-03,5970.37,Hold,FN,40276.588748804825,39627.2876849709
2025-06-04,5970.81,Hold,FN,40279.483326368616,39630.208108090636
2025-06-05,5939.3,Hold,FN,40072.19210128962,39421.0659887658
2025-06-06,6000.36,Hold,FN,40473.88052411802,39826.341069882095
2025-06-09,6005.88,Hold,FN,40510.19431537274,39862.97910538426
2025-06-10,6038.81,Hold,FN,41726.8271316803,41081.54622659553
2025-06-11,6022.24,Hold,FN,42617.81997206243,41968.82182874649
2025-06-12,6045.26,Hold,FN,42769.25900733119,42129.24756377163
2025-06-13,5976.97,Hold,FN,42320.007412261555,41653.33646712236
2025-06-16,6033.11,Buy,TP,42689.32919505858,42044.57455419059
